access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,maximum_vehicle_class,open_date,owner_type_code,restricted_access,status_code,facility_type,station_name,station_phone,updated_at,geocode_status,latitude,longitude,city,country,intersection_directions,plus4,state,street_address,zip,bd_blends,cng_dispenser_num,cng_fill_type_code,cng_has_rng,cng_psi,cng_renewable_source,cng_total_compression,cng_total_storage,cng_vehicle_class,e85_blender_pump,e85_other_ethanol_blends,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,ev_workplace_charging,hy_is_retail,hy_pressures,hy_standards,hy_status_link,lng_has_rng,lng_renewable_source,lng_vehicle_class,lpg_nozzle_types,lpg_primary,ng_fill_type_code,ng_psi,ng_vehicle_class,rd_blended_with_biodiesel,rd_blends,rd_blends_fr,rd_max_biodiesel_level,nps_unit_name,access_days_time_fr,intersection_directions_fr,bd_blends_fr,groups_with_access_code_fr,ev_pricing_fr,federal_agency,ev_network_ids
public,24 hours daily,,,2024-05-03,,ELEC,Public,207786,,2022-03-09,,,E,,ESF BAKER LAB 1,888-758-4389,2024-05-03T01:25:27Z,GPS,43.033884,-76.137816,Syracuse,US,,,NY,1 Forestry Drive West Campus Drive,13210,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL8638851'], 'posts': ['15157351', '15157361']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,207787,,2022-03-09,,,E,,ESF BAKER LAB 2,888-758-4389,2024-05-03T01:25:27Z,GPS,43.033882,-76.137749,Syracuse,US,,,NY,1 Forestry Drive West Campus Drive,13210,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL8638911'], 'posts': ['15157471', '15157481']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,207788,,2022-03-09,,,E,,ESF BRAY WALTERS 3,888-758-4389,2024-05-03T01:25:27Z,GPS,43.034968,-76.13403,Syracuse,US,,,NY,1 Forestry Drive Campus Drive,13210,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL8639961'], 'posts': ['15159271', '15159281']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,207789,,2022-03-09,,,E,,ESF BRAY WALTERS 2,888-758-4389,2024-05-03T01:25:28Z,GPS,43.034932,-76.134029,Syracuse,US,,,NY,1 Forestry Dr Campus Drive,13210,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL8639981'], 'posts': ['15159311']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,207790,,2022-03-09,,,E,,ESF BRAY WALTERS 1,888-758-4389,2024-05-03T01:25:28Z,GPS,43.034876,-76.134035,Syracuse,US,,,NY,Bray Walters,13210,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL8640061'], 'posts': ['15159421']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,207791,,2022-03-09,,,E,,ESF PHYSICAL PLANT,888-758-4389,2024-05-03T01:25:28Z,GPS,43.033769,-76.138749,Syracuse,US,,,NY,1 Forestry Drive West Campus Drive,13210,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL8640151'], 'posts': ['15159561', '15159571']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,207795,,2022-03-09,,,E,,1 WATERLINE STATION#1,888-758-4389,2024-05-03T01:32:02Z,GPS,40.772896,-73.992536,New York,US,,,NY,10 Riverside Blvd,10069,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL12234461'], 'posts': ['21202521', '21202531']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,207796,,2022-03-09,,,E,,1 WATERLINE STATION#5,888-758-4389,2024-05-03T01:32:02Z,GPS,40.772904,-73.992514,New York,US,,,NY,10 Riverside Blvd,10069,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL12234491'], 'posts': ['21202581', '21202591']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,207888,,2022-03-10,,,E,,1 WATERLINE STATION#4,888-758-4389,2024-05-03T01:32:02Z,GPS,40.77292,-73.992546,New York,US,,,NY,10 Riverside Blvd,10069,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL12234451'], 'posts': ['21202501', '21202511']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,207889,,2022-03-10,,,E,,1 WATERLINE STATION#6,888-758-4389,2024-05-03T01:32:04Z,GPS,40.772912,-73.992589,New York,US,,,NY,10 Riverside Blvd,10069,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL12237741'], 'posts': ['23751031', '23751041']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,207917,,2022-03-10,,,E,,Royal Development Manorville Square,833-632-2778,2024-05-03T02:32:05Z,GPS,40.82474,-72.80709,Manorville,US,,,NY,287 Wading River Rd,11949,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",4.0,,,Electrify America,https://www.electrifyamerica.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['110107'], 'posts': ['110107-01', '110107-02', '110107-03', '110107-04']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,211840,,2022-03-17,,,E,,FURNACE POINT FPEV2,888-758-4389,2024-05-03T01:35:07Z,GPS,44.193295,-73.42691,Westport,US,,,NY,96 Furnace Point Rd,12993,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL12543731'], 'posts': ['21707171', '21707181']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,211841,,2022-03-17,,,E,,FURNACE POINT FPEV3,888-758-4389,2024-05-03T01:35:07Z,GPS,44.193195,-73.42714,Westport,US,,,NY,96 Furnace Point Rd,12993,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL12543751'], 'posts': ['21707191', '21707201']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,211861,,2022-03-17,,,E,,"Site Centers The Hub (Hempstead, NY)",833-632-2778,2024-05-03T02:34:40Z,GPS,40.70601,-73.63095,Hempstead,US,,,NY,132-178 Fulton Ave,11550,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",4.0,,,Electrify America,https://www.electrifyamerica.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['210371'], 'posts': ['210371-01', '210371-02', '210371-03', '210371-04']}"
public,24 hours daily,CREDIT_CARD_ALWAYS,A D Debit M V,2023-05-03,,ELEC,Public - Credit card at all times,211921,LD,2022-03-17,P,False,E,SCHOOL,South Lewis Senior High School,844-798-2438,2024-01-31T22:07:01Z,GPS,43.6366932567343,-75.3940390362144,Turin,US,,,NY,4264 East Rd,13473,,,,,,,,,,,,['J1772'],,,2.0,SWTCH,https://swtchenergy.com/,,$1 per hour,,False,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit en tout temps,,,
public,24 hours daily,CREDIT_CARD_ALWAYS,A D Debit M V,2023-05-03,,ELEC,Public - Credit card at all times,211922,LD,2022-03-17,P,False,E,HOTEL,The Woods Inn,844-798-2438,2024-01-31T22:07:01Z,GPS,43.7534208754441,-74.7956907952349,Inlet,US,,,NY,148 NY-28,13360,,,,,,,,,,,,['J1772'],,,2.0,SWTCH,https://swtchenergy.com/,,Free for guests and employees; $1 per hour for public,,False,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit en tout temps,,,
public,24 hours daily,CREDIT_CARD_ALWAYS,A D Debit M V,2023-08-10,,ELEC,Public - Credit card at all times,211923,LD,2022-03-17,P,False,E,CAR_DEALER,Ide Volkswagen of East Rochester,844-798-2438,2024-01-31T22:07:01Z,GPS,43.1204349477161,-77.486368144916,Rochester,US,,,NY,333 N Washington St,14625,,,,,,,,,,,,"['J1772', 'J1772COMBO']",1.0,,1.0,Non-Networked,,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public - Carte de crédit en tout temps,,,
public,24 hours daily,,,2024-05-03,2024-01-19,ELEC,TEMPORARILY UNAVAILABLE (Public),211962,,2022-03-18,,,T,,WATERLINE 2W STATION 2,888-758-4389,2024-05-03T01:33:45Z,GPS,40.7733,-73.991532,New York,US,,,NY,400 W 61st St,10069,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,,"{'station': ['USCPIL12459521'], 'posts': ['21589501', '21589511']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,212036,,2022-03-19,,,E,,1255 LOFTS 1 STATION,888-758-4389,2024-05-03T01:35:13Z,GPS,43.150715,-77.56879,Rochester,US,,,NY,1255 University Ave,14607,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL12552301'], 'posts': ['21852261', '21852271']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,212085,,2022-03-21,,,E,,Colonial Needle,888-998-2546,2024-05-03T00:14:46Z,GPS,41.02742,-73.776051,White Plains,US,,,NY,74 Westmoreland Ave,10606,,,,,,,,,,,,['J1772'],,,2.0,Blink Network,http://www.blinkcharging.com/,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['465ba1dd-d734-8158-93cc-330000693763'], 'posts': ['465ba1dd-d734-8158-93cc-330000693725', '465ba1dd-d734-8158-93cc-330000693726']}"
public,24 hours daily,,,2024-05-03,2024-03-01,ELEC,TEMPORARILY UNAVAILABLE (Public),212140,,2022-03-22,,,T,,ULSTER COUNTY SUNY EXTENSION,888-758-4389,2024-05-03T01:35:33Z,GPS,41.923523,-73.998415,Kingston,US,,,NY,124 Marys Ave,12401,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,,"{'station': ['USCPIL12612641'], 'posts': ['21819111', '21819121']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,212141,,2022-03-22,,,E,,ULSTER COUNTY PUBLIC WORKS,888-758-4389,2024-05-03T01:35:33Z,GPS,41.936001,-74.02821,Kingston,US,,,NY,317 shamrock lane,12401,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL12612981'], 'posts': ['21819601', '21819611']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,212146,,2022-03-22,,,E,,"Westfield Southshore (Bayshore, NY)",833-632-2778,2024-05-03T02:34:35Z,GPS,40.73685,-73.24514,Bayshore,US,,,NY,1701 Sunrise Hwy,11706,,,,,,,,,,,,['J1772COMBO'],6.0,,,Electrify America,https://www.electrifyamerica.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['210370'], 'posts': ['210370-01', '210370-02', '210370-03', '210370-04', '210370-05', '210370-06']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,212205,,2022-03-23,,,E,,AUTOWORLD KIA STATION 1,888-758-4389,2024-05-03T01:27:46Z,GPS,40.723663,-73.542769,East Meadow,US,,,NY,2520 Hempstead Turnpike,11554,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL9678001'], 'posts': ['22708741', '22708751']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,212210,,2022-03-23,,,E,,ALBANY COUNTY DOH PUBLIC,888-758-4389,2024-05-03T01:32:24Z,GPS,42.641412,-73.754678,Albany,US,,,NY,175 Green St,12202,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL12405351'], 'posts': ['21526401', '21526411']}"
public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,2024-05-03,,ELEC,Public,212485,LD,2022-03-25,,False,E,,Stop & Shop #566 - Arverne By-the-sea,888-264-2208,2024-05-03T02:56:22Z,GPS,40.5898135,-73.7999495,Queens,US,,,NY,70-20 Rockaway Beach Boulevard,11692,,,,,,,,,,,,['J1772'],,,2.0,Volta,https://voltacharging.com/,L2,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['c3b5a432-fa5e-4a63-8c7f-59405de37074'], 'posts': ['057625e3-2d4c-4e3d-9f38-67225d1c6db6', 'd51155f0-2050-4a03-bea8-93cd8d7b4aca']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,212599,,2022-03-24,,,E,,PARKPOWER TOWN HALL,888-758-4389,2024-05-03T01:05:41Z,GPS,42.411575,-73.44864,Canaan,US,,,NY,1646 County Rte 5,12029,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL2080771'], 'posts': ['21912641', '21912651']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,212600,,2022-03-24,,,E,,TOWN OF BOLTON TOWN OF BOLTON2,888-758-4389,2024-05-03T01:13:05Z,GPS,43.557552,-73.657861,Bolton Landing,US,,,NY,5 Cross Street Town of Bolton,12814,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL5413521'], 'posts': ['21814661', '21814671']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,212941,,2022-03-27,,,E,,STAYBRIDGE STATION2,888-758-4389,2024-05-03T00:28:42Z,GPS,42.712961,-73.811472,Albany,US,,,NY,39 Wolf Rd,12205,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL113343'], 'posts': ['140511', '140513']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,212977,,2022-03-27,,,E,,STPETERHOSPITAL EV STATION #8,888-758-4389,2024-05-03T01:34:57Z,GPS,42.654665,-73.80258,Albany,US,,,NY,315 S Manning Blvd,12208,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL12537741'], 'posts': ['21697351', '21697361']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,212978,,2022-03-27,,,E,,STPETERHOSPITAL EV STATION #4,888-758-4389,2024-05-03T01:34:58Z,GPS,42.654875,-73.802365,Albany,US,,,NY,315 S Manning Blvd,12208,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL12537761'], 'posts': ['21697391', '21697401']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,212979,,2022-03-27,,,E,,STPETERHOSPITAL EV STATION #2,888-758-4389,2024-05-03T01:34:58Z,GPS,42.654902,-73.802322,Albany,US,,,NY,315 S Manning Blvd,12208,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL12537771'], 'posts': ['21697411', '21697421']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,212980,,2022-03-27,,,E,,STPETERHOSPITAL EV STATION #3,888-758-4389,2024-05-03T01:34:58Z,GPS,42.654878,-73.802375,Albany,US,,,NY,315 S Manning Blvd,12208,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL12537781'], 'posts': ['22951941', '22951951']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,212981,,2022-03-27,,,E,,STPETERHOSPITAL EV STATION #1,888-758-4389,2024-05-03T01:35:02Z,GPS,42.654928,-73.802347,Albany,US,,,NY,315 S Manning Blvd.,12208,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL12537801'], 'posts': ['21697461', '21697471']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,212982,,2022-03-27,,,E,,STPETERHOSPITAL EV STATION #7,888-758-4389,2024-05-03T01:35:02Z,GPS,42.654755,-73.802514,Albany,US,,,NY,315 S Manning Blvd,12208,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL12537811'], 'posts': ['21697481', '21697491']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,212983,,2022-03-27,,,E,,STPETERHOSPITAL EV STATION #5,888-758-4389,2024-05-03T01:35:03Z,GPS,42.654722,-73.80252,Albany,US,,,NY,315 S Manning Blvd,12208,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL12538451'], 'posts': ['21698451', '21698461']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,212984,,2022-03-27,,,E,,STPETERHOSPITAL V STATION #6,888-758-4389,2024-05-03T01:35:04Z,GPS,42.654749,-73.802485,Albany,US,,,NY,315 S Manning Blvd,12208,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL12538501'], 'posts': ['21698531', '21698541']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,213081,,2022-03-30,,,E,,Icon Mercury Parking,888-998-2546,2024-05-03T00:16:15Z,GPS,40.76324463,-73.98864745,New York,US,Entrance on 350 W 50th St or 335 W 49th ||St between 8th Ave & 9Ave.||,,NY,350 W 50th Street,10019,,,,,,,,,,,,['J1772'],,,1.0,Blink Network,http://www.blinkcharging.com/,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['465ba1dd-d734-8158-93cc-330000697878'], 'posts': ['465ba1dd-d734-8158-93cc-330000726605']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,213087,,2022-03-31,,,E,,U OF R HOSP SEC D BLUE,888-758-4389,2024-05-03T01:03:48Z,GPS,43.123421,-77.622592,Rochester,US,,,NY,601 Elmwood Ave,14620,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL2032001'], 'posts': ['21890481', '21890491']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,213092,,2022-03-31,,,E,,CMH STATION 1,888-758-4389,2024-05-03T01:32:25Z,GPS,42.246589,-73.778701,Hudson,US,,,NY,67 Prospect Ave,12534,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL12405931'], 'posts': ['21985971', '21985981']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,213097,,2022-03-31,,,E,,TOYOTA ELMIRA CT4020-1,888-758-4389,2024-05-03T01:35:34Z,GPS,42.157911,-76.861924,Elmira,US,,,NY,1074 County Road 64,14903,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL12614401'], 'posts': ['21821661', '21821671']}"
public,24 hours daily,,A D Debit M V,2023-07-01,,ELEC,Public,213148,LD,2022-03-27,P,False,E,PARKING_LOT,Osborne Lot - Tesla Supercharger,877-798-3752,2023-07-14T19:41:28Z,GPS,40.965512,-72.189662,East Hampton,US,,,NY,8  Osborne Lane,11937,,,,,,,,,,,,['TESLA'],12.0,,,Tesla,https://www.tesla.com/supercharger,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,{'station': ['18292']}
public,24 hours daily,,,2024-05-03,,ELEC,Public,213196,,2022-04-01,,,E,,SJC SJC,888-758-4389,2024-05-03T01:35:59Z,GPS,40.775278,-73.02523,Patchogue,US,,,NY,155 W Roe Blvd,11772,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL12670541'], 'posts': ['21914191', '21914201']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,213340,,2022-04-02,,,E,,NORTHTOWN CENTE NORTHTOWN CENTE,888-758-4389,2024-05-03T01:36:11Z,GPS,42.995621,-78.783178,Buffalo,US,,,NY,1615 Amherst Manor Dr,14221,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL12691041'], 'posts': ['21942651', '21942661']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,213404,,2022-04-04,,,E,,Four Brothers - Pleasant Valley,888-998-2546,2024-05-03T00:06:21Z,GPS,41.75208439,-73.79891784,Pleasant Valley,US,,,NY,1890 Route 44,12569,,,,,,,,,,,,['J1772'],,,4.0,Blink Network,http://www.blinkcharging.com/,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['465ba1dd-d734-8158-93cc-330000699949'], 'posts': ['465ba1dd-d734-8158-93cc-330000606821', '465ba1dd-d734-8158-93cc-330000606825', '465ba1dd-d734-8158-93cc-330000736423', '465ba1dd-d734-8158-93cc-330000736463']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,213461,,2022-04-06,,,E,,NYS PARKS LI STATION 1,888-758-4389,2024-05-03T01:27:44Z,GPS,40.68306,-73.643105,Lakeview,US,,,NY,880 Lake Dr,11552,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL9659481'], 'posts': ['17134861', '17134871']}"
public,24 hours daily,,,2024-05-03,2023-12-01,ELEC,TEMPORARILY UNAVAILABLE (Public),213477,,2022-04-06,,,T,,FUCCILLO TOYOTA SERVICE CHARGER,888-758-4389,2024-05-03T01:34:36Z,GPS,43.01484,-78.9723,Grand Island,US,,,NY,1974 Alvin Rd,14072,,,,,,,,,,,,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,,"{'station': ['USCPIL12497671'], 'posts': ['21633251']}"
public,24 hours daily,,,2024-05-03,2023-09-11,ELEC,TEMPORARILY UNAVAILABLE (Public),213516,,2020-04-28,,,T,,SP+ - 200 Chambers Street Garage,888-998-2546,2024-05-03T00:10:56Z,GPS,40.7163,-74.01258,New York,US,,,NY,200 Chambers St,10007,,,,,,,,,,,,['J1772'],,,1.0,Blink Network,http://www.blinkcharging.com/,,Free,,False,,,,,,,,,,,,,,,,,,,,,TEMPORAIREMENT SUSPENDU (Public),,,"{'station': ['465ba1dd-d734-8158-93cc-330000700594'], 'posts': ['465ba1dd-d734-8158-93cc-330000477393']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,213549,,2022-04-07,,,E,,AT LABS ATL STATION 4,888-758-4389,2024-05-03T01:29:40Z,GPS,42.848106,-73.758224,Clifton Park,US,,,NY,22 Corporate Dr,12065,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL11223221'], 'posts': ['19446331', '19446341']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,213550,,2022-04-07,,,E,,AT LABS ATL STATION 3,888-758-4389,2024-05-03T01:29:40Z,GPS,42.848114,-73.758286,Clifton Park,US,,,NY,22 Corporate Dr,12065,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL11223331'], 'posts': ['19446481', '19446491']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,213551,,2022-04-07,,,E,,AT LABS ATL STATION 1,888-758-4389,2024-05-03T01:29:40Z,GPS,42.848114,-73.7584,Clifton Park,US,,,NY,22 Corporate Dr,12065,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL11223871'], 'posts': ['22382121', '22382131']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,213839,,2022-04-12,,,E,,TNC EVSE TOWN HALL,888-758-4389,2024-05-03T01:36:09Z,GPS,41.155498,-73.774256,Chappaqua,US,,,NY,200 S Greeley Ave,10514,,,,,,,,,,,,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL12687631'], 'posts': ['21938521', '21938531']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,213901,,2022-04-13,,,E,,JAMESTOWN BPU 1 W 2ND ST #1,888-758-4389,2024-05-03T01:36:41Z,GPS,42.095284,-79.24157,Jamestown,US,,,NY,1 W 2ND ST,14701,,,,,,,,,,,,"['CHADEMO', 'J1772COMBO']",1.0,,,ChargePoint Network,http://www.chargepoint.com/,,,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['USCPIL12723011'], 'posts': ['21979761']}"
public,24 hours daily,,,2024-05-03,,ELEC,Public,213916,,2022-04-13,,,E,,Eventi Hotel,888-998-2546,2024-05-03T00:14:47Z,GPS,40.758681,-73.98135,New York,US,,,NY,851 Avenue of the Americas,10001,,,,,,,,,,,,['J1772'],,,1.0,Blink Network,http://www.blinkcharging.com/,,Free,,False,,,,,,,,,,,,,,,,,,,,,Public,,,"{'station': ['465ba1dd-d734-8158-93cc-330000703407'], 'posts': ['423e19fb-190a-4139-b3b9-4c656a06ea59']}"
